CustomerID,ProductStockCode,ProductDescription,RecommendationScore,Rank,AveragePrice,ProductCategory
12371.0,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,46.70599640898871,3,1.06,ANTIQUE
12371.0,79000,MOROCCAN TEA GLASS,28.367894616707414,4,0.85,MOROCCAN
12371.0,22636,CHILDS BREAKFAST SET CIRCUS PARADE,24.31533824289207,5,8.5,CHILDS
12372.0,48194,DOORMAT HEARTS,44.28750309962513,1,7.95,DOORMAT
12372.0,48111,DOORMAT 3 SMILEY CATS,36.95238539874971,2,6.75,DOORMAT
12372.0,23007, SPACEBOY BABY GIFT SET,29.975050402368105,3,14.95,SPACEBOY
12372.0,48187,DOORMAT NEW ENGLAND,29.617267697874304,4,7.95,DOORMAT
12372.0,48188,DOORMAT WELCOME PUPPIES,29.340470803501645,5,7.95,DOORMAT
12373.0,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1161.12522728395,1,3.75,PINK
12373.0,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1081.1579251294079,2,3.75,BLUE
12373.0,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,304.51548660449595,3,3.75,RED
12373.0,20727,LUNCH BAG  BLACK SKULL.,252.30159836405076,4,1.65,LUNCH
12373.0,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,224.54818444995396,5,3.75,GREEN
12374.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,62.55898649958797,1,2.55,WHITE
12374.0,47566,PARTY BUNTING,56.846519453463635,2,4.65,PARTY
12374.0,23343,JUMBO BAG VINTAGE CHRISTMAS ,52.249042784149346,3,2.08,JUMBO
12374.0,23201,JUMBO BAG ALPHABET,44.486390399707,4,2.08,JUMBO
12374.0,21929,JUMBO BAG PINK VINTAGE PAISLEY,33.364792799780254,5,1.95,JUMBO
12375.0,23199,JUMBO BAG APPLES,331.09808121365825,1,2.08,JUMBO
12375.0,85099B,JUMBO BAG RED RETROSPOT,322.23272823177683,2,1.65,JUMBO
12375.0,85099F,JUMBO BAG STRAWBERRY,221.6623725495002,3,1.95,JUMBO
12375.0,23202,JUMBO BAG VINTAGE LEAF,215.84027936480777,4,2.08,JUMBO
12375.0,23201,JUMBO BAG ALPHABET,182.34690314795233,5,2.08,JUMBO
12377.0,21137,BLACK RECORD COVER FRAME,165.81052119797633,1,3.39,BLACK
12377.0,85152,HAND OVER THE CHOCOLATE   SIGN ,152.5907980383004,2,2.1,HAND
12377.0,82582,AREA PATROLLED METAL SIGN,76.0183951818863,3,2.1,AREA
12377.0,85150,LADIES & GENTLEMEN METAL SIGN,67.73171485918685,4,2.55,LADIES
12377.0,22041,"RECORD FRAME 7"" SINGLE SIZE ",67.60289897136204,5,2.1,RECORD
12378.0,POST,POSTAGE,59.129326835651135,1,18.0,POSTAGE
12378.0,22826,LOVE SEAT ANTIQUE WHITE METAL,41.38653939904648,2,175.0,LOVE
12378.0,20973,12 PENCIL SMALL TUBE WOODLAND,27.53523064129297,3,0.65,12
12378.0,22175,PINK OWL SOFT TOY,22.84151616178628,4,2.95,PINK
12378.0,22467,GUMBALL COAT RACK,18.664687080624642,5,2.55,GUMBALL
12379.0,21232,STRAWBERRY CERAMIC TRINKET BOX,72.88097741173932,1,1.25,STRAWBERRY
12379.0,20749,ASSORTED COLOUR MINI CASES,18.374537458632382,2,7.95,ASSORTED
12379.0,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,15.62613954329646,3,1.25,PINK
12379.0,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,15.62613954329646,4,1.25,CLEAR
12379.0,23184,BULL DOG BOTTLE OPENER,14.978824042182955,5,4.95,BULL
12380.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,119.20907575860168,1,2.55,WHITE
12380.0,21733,RED HANGING HEART T-LIGHT HOLDER,56.55430798389946,2,2.55,RED
12380.0,22555,PLASTERS IN TIN STRONGMAN,49.13669777259746,3,1.65,PLASTERS
12380.0,22961,JAM MAKING SET PRINTED,48.237497986267186,4,1.45,JAM
12380.0,22551,PLASTERS IN TIN SPACEBOY,44.30201697394207,5,1.65,PLASTERS
12381.0,21232,STRAWBERRY CERAMIC TRINKET BOX,92.68262681785617,1,1.25,STRAWBERRY
12381.0,22813,PACK 3 BOXES BIRD PANNETONE ,61.060556004525615,2,1.95,PACK
12381.0,22960,JAM MAKING SET WITH JARS,58.71207308127463,3,4.25,JAM
12381.0,22236,CAKE STAND 3 TIER MAGIC GARDEN,57.1464177991073,4,10.95,CAKE
12381.0,21121,SET/10 RED POLKADOT PARTY CANDLES,39.14138205418308,5,1.25,SET/10
12383.0,22656,VINTAGE BLUE KITCHEN CABINET,76.61040675456836,1,125.0,VINTAGE
12383.0,22655,VINTAGE RED KITCHEN CABINET,76.61040675456836,2,295.0,VINTAGE
12383.0,47566,PARTY BUNTING,52.43881257044322,3,4.65,PARTY
12383.0,23077,DOUGHNUT LIP GLOSS ,36.40323522092165,4,1.25,DOUGHNUT
12383.0,23298,SPOTTY BUNTING,32.71780940498293,5,4.95,SPOTTY
12384.0,21122,SET/10 PINK POLKADOT PARTY CANDLES,47.5873653692234,1,1.25,SET/10
12384.0,22699,ROSES REGENCY TEACUP AND SAUCER ,42.04172993116158,2,2.95,ROSES
12384.0,22697,GREEN REGENCY TEACUP AND SAUCER,28.07654556784181,3,2.95,GREEN
12384.0,22698,PINK REGENCY TEACUP AND SAUCER,21.057409175881357,4,2.95,PINK
12384.0,23313,VINTAGE CHRISTMAS BUNTING,19.629788214804652,5,4.95,VINTAGE
12386.0,21137,BLACK RECORD COVER FRAME,289.74613897186686,1,3.39,BLACK
12386.0,85152,HAND OVER THE CHOCOLATE   SIGN ,265.14226319943066,2,2.1,HAND
12386.0,82582,AREA PATROLLED METAL SIGN,134.36896179218388,3,2.1,AREA
12386.0,85150,LADIES & GENTLEMEN METAL SIGN,119.72155139894048,4,2.55,LADIES
12386.0,22041,"RECORD FRAME 7"" SINGLE SIZE ",118.13290748220868,5,2.1,RECORD
12388.0,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",36.30876626463118,1,4.95,SET
12388.0,22625,RED KITCHEN SCALES,31.174193257511618,2,8.5,RED
12388.0,22427,ENAMEL FLOWER JUG CREAM,25.458924493634488,3,5.95,ENAMEL
12388.0,22926,IVORY GIANT GARDEN THERMOMETER,21.821935280258135,4,5.95,IVORY
12388.0,22624,IVORY KITCHEN SCALES,18.324009384512504,5,8.5,IVORY
12390.0,85066,CREAM SWEETHEART MINI CHEST,139.37273946257352,1,12.75,CREAM
12390.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,135.50774013955387,2,2.55,WHITE
12390.0,21843,RED RETROSPOT CAKE STAND,116.77197063164513,3,10.95,RED
12390.0,22070,SMALL RED RETROSPOT MUG IN BOX ,79.56924229975417,4,3.75,SMALL
12390.0,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",72.13694776083008,5,4.95,SET
12391.0,POST,POSTAGE,259.091449198746,1,18.0,POSTAGE
12391.0,21623,VINTAGE UNION JACK MEMOBOARD,78.22579780930238,2,9.95,VINTAGE
12391.0,22752,SET 7 BABUSHKA NESTING BOXES,55.295392973046845,3,7.65,SET
12391.0,22423,REGENCY CAKESTAND 3 TIER,46.486846418319075,4,10.95,REGENCY
12391.0,22580,ADVENT CALENDAR GINGHAM SACK,43.00752786792532,5,5.95,ADVENT
12393.0,48138,DOORMAT UNION FLAG,120.90539396650803,1,7.95,DOORMAT
12393.0,48187,DOORMAT NEW ENGLAND,94.0314227574507,2,7.95,DOORMAT
12393.0,48194,DOORMAT HEARTS,91.0440178496427,3,7.95,DOORMAT
12393.0,21523,DOORMAT FANCY FONT HOME SWEET HOME,59.72275223373063,4,6.75,DOORMAT
12393.0,22690,DOORMAT HOME SWEET HOME BLUE ,59.72275223373063,5,7.95,DOORMAT
12394.0,22423,REGENCY CAKESTAND 3 TIER,27.8068517569161,1,10.95,REGENCY
12394.0,22138,BAKING SET 9 PIECE RETROSPOT ,18.914029045234628,2,4.95,BAKING
12394.0,22727,ALARM CLOCK BAKELIKE RED ,18.827048293239944,3,3.75,ALARM
12394.0,22728,ALARM CLOCK BAKELIKE PINK,18.827048293239944,4,3.75,ALARM
12394.0,22726,ALARM CLOCK BAKELIKE GREEN,18.827048293239944,5,3.75,ALARM
12395.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,128.4760518829199,1,2.55,WHITE
12395.0,37449,CERAMIC CAKE STAND + HANGING CAKES,65.36664748677583,2,9.95,CERAMIC
12395.0,22424,ENAMEL BREAD BIN CREAM,51.86044195807121,3,10.95,ENAMEL
12395.0,22470,HEART OF WICKER LARGE,48.036529531868965,4,2.55,HEART
12395.0,22794,SWEETHEART WIRE MAGAZINE RACK,42.92951216574582,5,7.95,SWEETHEART
12397.0,16014,SMALL CHINESE STYLE SCISSOR,158.52971837210393,1,0.42,SMALL
12397.0,84879,ASSORTED COLOUR BIRD ORNAMENT,122.53152884663383,2,1.69,ASSORTED
12397.0,23208,LUNCH BAG VINTAGE LEAF DESIGN,39.7746094375637,3,1.65,LUNCH
12397.0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,36.379351782736606,4,0.29,WORLD
12397.0,23534,STOP FOR TEA WALL ART,32.31069057453512,5,5.95,STOP
12398.0,16014,SMALL CHINESE STYLE SCISSOR,115.68620313484534,1,0.42,SMALL
12398.0,84879,ASSORTED COLOUR BIRD ORNAMENT,88.14543537718586,2,1.69,ASSORTED
12398.0,23284,DOORMAT KEEP CALM AND COME IN,85.32736542480268,3,6.75,DOORMAT
12398.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,83.48780364947527,4,2.55,WHITE
12398.0,22470,HEART OF WICKER LARGE,58.44146255463269,5,2.55,HEART
12399.0,22634,CHILDS BREAKFAST SET SPACEBOY ,41.86123117227465,1,9.95,CHILDS
12399.0,22635,CHILDS BREAKFAST SET DOLLY GIRL ,41.86123117227465,2,9.95,CHILDS
12399.0,47566,PARTY BUNTING,36.56701664166345,3,4.65,PARTY
12399.0,21889,WOODEN BOX OF DOMINOES,33.21282053234041,4,1.25,WOODEN
12399.0,22760,"TRAY, BREAKFAST IN BED",28.425121816981747,5,12.75,"TRAY,"
12401.0,21137,BLACK RECORD COVER FRAME,114.27505180384443,1,3.39,BLACK
12401.0,22960,JAM MAKING SET WITH JARS,82.10150379514916,2,4.25,JAM
12401.0,23108,SET OF 10 LED DOLLY LIGHTS,53.86083096821406,3,6.25,SET
12401.0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,47.81205221011628,4,4.95,SET
12401.0,22697,GREEN REGENCY TEACUP AND SAUCER,45.55043800642955,5,2.95,GREEN
12402.0,23203,JUMBO BAG DOILEY PATTERNS,63.805270715922845,1,2.08,JUMBO
12402.0,48111,DOORMAT 3 SMILEY CATS,60.893072231654145,2,6.75,DOORMAT
12402.0,23201,JUMBO BAG ALPHABET,58.42348153305168,3,2.08,JUMBO
12402.0,23202,JUMBO BAG VINTAGE LEAF,58.42348153305168,4,2.08,JUMBO
12402.0,22084,PAPER CHAIN KIT EMPIRE,57.299953042031454,5,2.95,PAPER
12403.0,85099B,JUMBO BAG RED RETROSPOT,1816.2603933885262,1,1.65,JUMBO
12403.0,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1353.7386317625655,2,3.75,RED
12403.0,22386,JUMBO BAG PINK POLKADOT,1231.5899082867522,3,1.95,JUMBO
12403.0,20713,JUMBO BAG OWLS,1195.692053267119,4,1.95,JUMBO
12403.0,85099F,JUMBO BAG STRAWBERRY,1033.7379854703931,5,1.95,JUMBO
12405.0,22826,LOVE SEAT ANTIQUE WHITE METAL,40.06187753806577,1,175.0,LOVE
12405.0,22175,PINK OWL SOFT TOY,17.317211381709054,2,2.95,PINK
12405.0,20728,LUNCH BAG CARS BLUE,16.143163152440643,3,1.65,LUNCH
12405.0,22176,BLUE OWL SOFT TOY,15.852419691497214,4,2.95,BLUE
12405.0,21485,RETROSPOT HEART HOT WATER BOTTLE,14.52884683719658,5,4.25,RETROSPOT
12406.0,22534,MAGIC DRAWING SLATE SPACEBOY ,29.161005506266484,1,0.42,MAGIC
12406.0,21260,FIRST AID TIN,28.76127057366946,2,3.25,FIRST
12406.0,22634,CHILDS BREAKFAST SET SPACEBOY ,28.710264157715322,3,9.95,CHILDS
12406.0,21213,PACK OF 72 SKULL CAKE CASES,28.024353409920078,4,0.55,PACK
12406.0,22960,JAM MAKING SET WITH JARS,25.5814646912728,5,4.25,JAM
12407.0,21232,STRAWBERRY CERAMIC TRINKET BOX,79.78373045253058,1,1.25,STRAWBERRY
12407.0,47599B,BLUE PARTY BAGS ,59.54309762618842,2,2.1,BLUE
12407.0,47599A,PINK PARTY BAGS,59.54309762618842,3,2.1,PINK
12407.0,37500,TEA TIME TEAPOT IN GIFT BOX,48.98328240311311,4,9.95,TEA
12407.0,22759,SET OF 3 NOTEBOOKS IN PARCEL,45.898992200684454,5,1.65,SET
12408.0,23245,SET OF 3 REGENCY CAKE TINS,23.11231786950846,1,4.95,SET
12408.0,22423,REGENCY CAKESTAND 3 TIER,19.959235591668033,2,10.95,REGENCY
12408.0,84078A,SET/4 WHITE RETRO STORAGE CUBES ,17.135712689715987,3,34.95,SET/4
12408.0,22659,LUNCH BOX I LOVE LONDON,15.05540714415597,4,1.95,LUNCH
12408.0,22636,CHILDS BREAKFAST SET CIRCUS PARADE,14.583585267843391,5,8.5,CHILDS
12409.0,21137,BLACK RECORD COVER FRAME,51.804230507243204,1,3.39,BLACK
12409.0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,50.42553882411809,2,4.95,SET
12409.0,84879,ASSORTED COLOUR BIRD ORNAMENT,46.75924605821138,3,1.69,ASSORTED
12409.0,22722,SET OF 6 SPICE TINS PANTRY DESIGN,30.180930752744942,4,3.95,SET
12409.0,21889,WOODEN BOX OF DOMINOES,22.53765379908106,5,1.25,WOODEN
12410.0,84078A,SET/4 WHITE RETRO STORAGE CUBES ,98.07222377169886,1,34.95,SET/4
12410.0,22727,ALARM CLOCK BAKELIKE RED ,36.82311280539381,2,3.75,ALARM
12410.0,22726,ALARM CLOCK BAKELIKE GREEN,36.82311280539381,3,3.75,ALARM
12410.0,22360,GLASS JAR ENGLISH CONFECTIONERY,36.20939425863725,4,2.95,GLASS
12410.0,82600,NO SINGING METAL SIGN,34.341975923614115,5,2.1,NO
12412.0,16014,SMALL CHINESE STYLE SCISSOR,162.14530971176637,1,0.42,SMALL
12412.0,84879,ASSORTED COLOUR BIRD ORNAMENT,114.48997562062043,2,1.69,ASSORTED
12412.0,23203,JUMBO BAG DOILEY PATTERNS,61.48497211237045,3,2.08,JUMBO
12412.0,23208,LUNCH BAG VINTAGE LEAF DESIGN,39.6289408597053,4,1.65,LUNCH
12412.0,23209,LUNCH BAG DOILEY PATTERN ,39.6289408597053,5,1.65,LUNCH
12413.0,22468,BABUSHKA LIGHTS STRING OF 10,43.83800275867269,1,6.75,BABUSHKA
12413.0,22940,FELTCRAFT CHRISTMAS FAIRY,40.904141182961084,2,4.25,FELTCRAFT
12413.0,22970,LONDON BUS COFFEE MUG,37.3540543400936,3,2.55,LONDON
12413.0,22636,CHILDS BREAKFAST SET CIRCUS PARADE,32.89198307104466,4,8.5,CHILDS
12413.0,84598,BOYS ALPHABET IRON ON PATCHES,32.50501856432649,5,0.21,BOYS
12414.0,20750,RED RETROSPOT MINI CASES,141.94672311209115,1,7.95,RED
12414.0,20749,ASSORTED COLOUR MINI CASES,91.8710735697701,2,7.95,ASSORTED
12414.0,22423,REGENCY CAKESTAND 3 TIER,47.357347805589534,3,10.95,REGENCY
12414.0,21833,CAMOUFLAGE LED TORCH,36.40196047668781,4,1.69,CAMOUFLAGE
12414.0,22090,PAPER BUNTING RETROSPOT,31.770941836162446,5,2.95,PAPER
12415.0,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1190.8799710904518,1,2.95,ROUND
12415.0,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,874.7060114870663,2,1.65,5
12415.0,20712,JUMBO BAG WOODLAND ANIMALS,766.8972227627919,3,1.95,JUMBO
12415.0,22467,GUMBALL COAT RACK,625.4145641309779,4,2.55,GUMBALL
12415.0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,605.1846169949058,5,2.55,WHITE
12417.0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,52.47301034229374,1,2.55,PAPER
12417.0,22558,CLOTHES PEGS RETROSPOT PACK 24 ,35.56842250301055,2,1.25,CLOTHES
12417.0,84978,HANGING HEART JAR T-LIGHT HOLDER,33.704738101530424,3,1.25,HANGING
12417.0,22111,SCOTTIE DOG HOT WATER BOTTLE,30.832134342558096,4,4.95,SCOTTIE
12417.0,71459,HANGING JAM JAR T-LIGHT HOLDER,23.614152688149073,5,0.72,HANGING
12418.0,23084,RABBIT NIGHT LIGHT,130.50963935340766,1,2.08,RABBIT
12418.0,POST,POSTAGE,128.77051448073297,2,18.0,POSTAGE
12418.0,22492,MINI PAINT SET VINTAGE ,60.62854630034431,3,0.65,MINI
12418.0,20725,LUNCH BAG RED RETROSPOT,50.78752311342145,4,1.65,LUNCH
