CustomerID,TotalSpending,TotalOrders,TotalItems,AvgOrderValue,Cluster,Segment
12458.0,947.4,2,506,473.7,0,Regular Shoppers
12461.0,826.88,2,287,413.44,0,Regular Shoppers
12462.0,1189.59,2,536,594.795,0,Regular Shoppers
12463.0,1344.78,4,776,336.195,0,Regular Shoppers
12464.0,1212.05,8,112,151.50625,0,Regular Shoppers
12465.0,742.1899999999999,2,479,371.09499999999997,0,Regular Shoppers
12468.0,729.5400000000001,2,366,364.77000000000004,0,Regular Shoppers
12471.0,19824.05,30,8212,660.8016666666666,3,High Value Frequent
12472.0,6572.11,7,4148,938.8728571428571,0,Regular Shoppers
12473.0,3938.5499999999997,5,2439,787.7099999999999,0,Regular Shoppers
12474.0,7375.79,18,4847,409.7661111111111,3,High Value Frequent
12475.0,723.38,1,535,723.38,0,Regular Shoppers
12476.0,6816.42,11,2408,619.6745454545454,0,Regular Shoppers
12477.0,13219.74,6,3653,2203.29,0,Regular Shoppers
12478.0,680.99,1,236,680.99,0,Regular Shoppers
12479.0,527.2,1,385,527.2,0,Regular Shoppers
12480.0,3281.63,4,1707,820.4075,0,Regular Shoppers
12481.0,5596.32,10,3304,559.632,0,Regular Shoppers
12483.0,2484.98,8,1110,310.6225,0,Regular Shoppers
12484.0,4541.72,6,2191,756.9533333333334,0,Regular Shoppers
12488.0,1298.66,3,529,432.8866666666667,0,Regular Shoppers
12489.0,334.93,1,105,334.93,0,Regular Shoppers
12490.0,5417.93,10,3064,541.793,0,Regular Shoppers
12491.0,460.40000000000003,1,260,460.40000000000003,0,Regular Shoppers
12492.0,263.21000000000004,2,192,131.60500000000002,0,Regular Shoppers
12493.0,433.74,2,207,216.87,0,Regular Shoppers
12494.0,1246.1000000000001,7,707,178.01428571428573,0,Regular Shoppers
12497.0,1043.1,1,1236,1043.1,0,Regular Shoppers
12498.0,403.70000000000005,3,159,134.5666666666667,0,Regular Shoppers
12500.0,4257.82,11,2678,387.07454545454544,0,Regular Shoppers
12501.0,2169.39,1,1783,2169.39,0,Regular Shoppers
12502.0,3723.87,5,820,744.774,0,Regular Shoppers
12504.0,482.04999999999995,2,90,241.02499999999998,0,Regular Shoppers
12506.0,73.5,1,23,73.5,0,Regular Shoppers
12507.0,1304.81,3,894,434.93666666666667,0,Regular Shoppers
12508.0,398.27,2,272,199.135,0,Regular Shoppers
12509.0,176.5,1,55,176.5,0,Regular Shoppers
12510.0,982.5699999999999,2,353,491.28499999999997,0,Regular Shoppers
12512.0,138.03,2,99,69.015,0,Regular Shoppers
12513.0,612.29,1,462,612.29,0,Regular Shoppers
12514.0,1017.68,1,440,1017.68,0,Regular Shoppers
12515.0,383.7,1,131,383.7,0,Regular Shoppers
12516.0,1312.06,2,875,656.03,0,Regular Shoppers
12517.0,2502.84,5,1371,500.56800000000004,0,Regular Shoppers
12518.0,2056.89,5,1318,411.378,0,Regular Shoppers
12519.0,340.84,1,183,340.84,0,Regular Shoppers
12520.0,2634.26,5,1439,526.8520000000001,0,Regular Shoppers
12521.0,599.68,1,309,599.68,0,Regular Shoppers
12522.0,192.72,2,194,96.36,0,Regular Shoppers
12523.0,1789.77,11,865,162.70636363636365,0,Regular Shoppers
12524.0,4485.72,8,3699,560.715,0,Regular Shoppers
12526.0,1316.66,3,632,438.8866666666667,0,Regular Shoppers
12527.0,348.71000000000004,3,234,116.23666666666668,0,Regular Shoppers
12528.0,1933.48,6,756,322.24666666666667,0,Regular Shoppers
12530.0,1662.28,4,913,415.57,0,Regular Shoppers
12531.0,125.22,1,45,125.22,0,Regular Shoppers
12532.0,349.83000000000004,1,153,349.83000000000004,0,Regular Shoppers
12534.0,1089.18,1,651,1089.18,0,Regular Shoppers
12535.0,716.35,2,219,358.175,0,Regular Shoppers
12536.0,12601.830000000002,3,2803,4200.610000000001,0,Regular Shoppers
12538.0,363.95,1,191,363.95,0,Regular Shoppers
12539.0,5568.35,4,2067,1392.0875,0,Regular Shoppers
12540.0,13400.24,17,6685,788.2494117647059,3,High Value Frequent
12541.0,981.18,3,680,327.06,0,Regular Shoppers
12544.0,372.7,1,136,372.7,0,Regular Shoppers
12545.0,1000.39,2,523,500.195,0,Regular Shoppers
12546.0,1161.5,2,633,580.75,0,Regular Shoppers
12547.0,207.79999999999998,2,134,103.89999999999999,0,Regular Shoppers
12548.0,95.19999999999999,1,49,95.19999999999999,0,Regular Shoppers
12550.0,964.83,1,569,964.83,0,Regular Shoppers
12551.0,168.0,1,100,168.0,0,Regular Shoppers
12552.0,437.82,2,88,218.91,0,Regular Shoppers
12553.0,3692.28,10,1965,369.228,0,Regular Shoppers
12556.0,603.71,2,358,301.855,0,Regular Shoppers
12557.0,11990.960000000001,5,4384,2398.192,0,Regular Shoppers
12558.0,269.96,1,196,269.96,0,Regular Shoppers
12559.0,561.71,2,283,280.855,0,Regular Shoppers
12560.0,2134.01,3,1110,711.3366666666667,0,Regular Shoppers
12561.0,238.85,1,177,238.85,0,Regular Shoppers
12562.0,3781.7400000000002,7,1779,540.2485714285715,0,Regular Shoppers
12564.0,456.9,1,133,456.9,0,Regular Shoppers
12565.0,145.92,1,80,145.92,0,Regular Shoppers
12566.0,351.65,1,265,351.65,0,Regular Shoppers
12567.0,9401.28,10,4305,940.128,0,Regular Shoppers
12569.0,4124.69,32,1801,128.8965625,3,High Value Frequent
12571.0,519.61,2,523,259.805,0,Regular Shoppers
12572.0,1020.42,2,452,510.21,0,Regular Shoppers
12573.0,160.54000000000002,1,84,160.54000000000002,0,Regular Shoppers
12574.0,218.45,1,61,218.45,0,Regular Shoppers
12576.0,1315.83,5,967,263.166,0,Regular Shoppers
12577.0,657.8,3,472,219.26666666666665,0,Regular Shoppers
12578.0,2794.51,2,1196,1397.255,0,Regular Shoppers
12579.0,440.42,1,285,440.42,0,Regular Shoppers
12580.0,415.7,1,238,415.7,0,Regular Shoppers
12581.0,197.71,1,161,197.71,0,Regular Shoppers
12582.0,511.36,2,300,255.68,0,Regular Shoppers
12583.0,7281.38,15,5060,485.42533333333336,3,High Value Frequent
12584.0,2338.15,9,416,259.7944444444445,0,Regular Shoppers
12585.0,2040.1,2,1279,1020.05,0,Regular Shoppers
12586.0,196.94000000000003,1,79,196.94000000000003,0,Regular Shoppers
12587.0,144.0,1,51,144.0,0,Regular Shoppers
12588.0,214.89999999999998,1,53,214.89999999999998,0,Regular Shoppers
12589.0,646.68,2,306,323.34,0,Regular Shoppers
12590.0,9864.26,2,4283,4932.13,0,Regular Shoppers
12591.0,452.84999999999997,1,228,452.84999999999997,0,Regular Shoppers
12592.0,437.6,2,290,218.8,0,Regular Shoppers
12593.0,418.09999999999997,3,206,139.36666666666665,0,Regular Shoppers
12594.0,3338.2200000000003,10,1777,333.822,0,Regular Shoppers
12596.0,618.27,2,474,309.135,0,Regular Shoppers
12597.0,3811.22,4,2236,952.805,0,Regular Shoppers
12598.0,3023.08,8,1964,377.885,0,Regular Shoppers
12599.0,1032.58,7,956,147.51142857142855,0,Regular Shoppers
12600.0,2599.04,10,774,259.904,0,Regular Shoppers
12601.0,577.0600000000001,5,245,115.412,0,Regular Shoppers
12602.0,153.12,1,162,153.12,0,Regular Shoppers
12603.0,739.1999999999999,1,63,739.1999999999999,0,Regular Shoppers
12604.0,254.18,2,201,127.09,0,Regular Shoppers
12607.0,1579.51,1,1228,1579.51,0,Regular Shoppers
12609.0,1126.85,3,648,375.6166666666666,0,Regular Shoppers
12610.0,2099.54,5,1049,419.908,0,Regular Shoppers
12611.0,1193.32,1,846,1193.32,0,Regular Shoppers
12612.0,704.0400000000001,1,262,704.0400000000001,0,Regular Shoppers
12613.0,3344.38,5,1644,668.876,0,Regular Shoppers
12614.0,315.6,1,76,315.6,0,Regular Shoppers
12615.0,2291.19,4,1376,572.7975,0,Regular Shoppers
12616.0,713.3,2,284,356.65,0,Regular Shoppers
12617.0,355.53,1,213,355.53,0,Regular Shoppers
12618.0,177.31,1,96,177.31,0,Regular Shoppers
12619.0,3641.24,9,3378,404.5822222222222,0,Regular Shoppers
12620.0,1339.41,3,1181,446.47,0,Regular Shoppers
12621.0,13689.67,20,7440,684.4835,3,High Value Frequent
12622.0,180.1,1,69,180.1,0,Regular Shoppers
12623.0,305.1,1,191,305.1,0,Regular Shoppers
12624.0,641.13,2,355,320.565,0,Regular Shoppers
12625.0,2683.82,2,1612,1341.91,0,Regular Shoppers
12626.0,6620.48,9,3453,735.6088888888888,0,Regular Shoppers
12627.0,4478.53,7,2752,639.79,0,Regular Shoppers
12628.0,786.46,3,448,262.15333333333336,0,Regular Shoppers
12630.0,1270.88,2,548,635.44,0,Regular Shoppers
12631.0,640.5,1,236,640.5,0,Regular Shoppers
12633.0,2163.98,4,1162,540.995,0,Regular Shoppers
12635.0,1689.18,2,1172,844.59,0,Regular Shoppers
12637.0,6021.9,8,3002,752.7375,0,Regular Shoppers
12638.0,671.69,1,577,671.69,0,Regular Shoppers
12639.0,486.1,1,201,486.1,0,Regular Shoppers
12640.0,1174.58,3,311,391.52666666666664,0,Regular Shoppers
12641.0,185.9,1,72,185.9,0,Regular Shoppers
12642.0,1013.26,3,552,337.75333333333333,0,Regular Shoppers
12643.0,3344.64,6,1808,557.4399999999999,0,Regular Shoppers
12644.0,477.91,1,325,477.91,0,Regular Shoppers
12645.0,1775.18,4,1084,443.795,0,Regular Shoppers
12646.0,1346.97,2,897,673.485,0,Regular Shoppers
12647.0,3722.82,12,1431,310.235,0,Regular Shoppers
12648.0,318.05,1,160,318.05,0,Regular Shoppers
12649.0,623.51,3,586,207.83666666666667,0,Regular Shoppers
12650.0,314.44,1,254,314.44,0,Regular Shoppers
12651.0,114.0,1,78,114.0,0,Regular Shoppers
12652.0,919.98,1,505,919.98,0,Regular Shoppers
12653.0,2209.85,2,919,1104.925,0,Regular Shoppers
12654.0,601.98,5,264,120.396,0,Regular Shoppers
12656.0,4051.17,5,1723,810.234,0,Regular Shoppers
12657.0,1643.18,4,1044,410.795,0,Regular Shoppers
12658.0,686.05,1,320,686.05,0,Regular Shoppers
12659.0,91.68,1,105,91.68,0,Regular Shoppers
12660.0,245.1,1,127,245.1,0,Regular Shoppers
12662.0,3849.78,11,2058,349.98,0,Regular Shoppers
12664.0,4881.88,9,1203,542.4311111111111,0,Regular Shoppers
12665.0,63.0,1,37,63.0,0,Regular Shoppers
12667.0,620.13,1,395,620.13,0,Regular Shoppers
12668.0,3807.15,4,1634,951.7875,0,Regular Shoppers
12669.0,2744.0299999999997,3,1115,914.6766666666666,0,Regular Shoppers
12670.0,2996.05,5,1397,599.21,0,Regular Shoppers
12672.0,225.89999999999998,1,78,225.89999999999998,0,Regular Shoppers
12673.0,610.52,2,351,305.26,0,Regular Shoppers
12674.0,1970.6,4,1133,492.65,0,Regular Shoppers
12676.0,1331.39,6,670,221.89833333333334,0,Regular Shoppers
12678.0,17628.46,12,10923,1469.0383333333332,3,High Value Frequent
12679.0,1113.02,4,554,278.255,0,Regular Shoppers
12680.0,862.81,4,443,215.7025,0,Regular Shoppers
12681.0,13787.54,22,7536,626.7063636363637,3,High Value Frequent
12682.0,12288.22,31,5575,396.3941935483871,3,High Value Frequent
12683.0,8476.57,15,4987,565.1046666666666,3,High Value Frequent
12684.0,2283.63,7,1985,326.23285714285714,0,Regular Shoppers
12685.0,2863.08,6,1523,477.18,0,Regular Shoppers
12686.0,89.14,1,107,89.14,0,Regular Shoppers
12688.0,4873.8099999999995,1,3028,4873.8099999999995,0,Regular Shoppers
12689.0,1247.61,2,628,623.805,0,Regular Shoppers
12690.0,389.01,1,106,389.01,0,Regular Shoppers
12691.0,1035.8,6,394,172.63333333333333,0,Regular Shoppers
12693.0,855.91,4,255,213.9775,0,Regular Shoppers
12694.0,869.67,2,509,434.835,0,Regular Shoppers
12695.0,582.1,4,220,145.525,0,Regular Shoppers
12697.0,957.59,3,508,319.19666666666666,0,Regular Shoppers
12700.0,4939.99,4,2967,1234.9975,0,Regular Shoppers
12701.0,797.71,2,678,398.855,0,Regular Shoppers
12702.0,219.0,1,53,219.0,0,Regular Shoppers
12703.0,283.55,1,164,283.55,0,Regular Shoppers
12704.0,2340.84,8,1006,292.605,0,Regular Shoppers
12705.0,6868.29,9,3997,763.1433333333333,0,Regular Shoppers
12707.0,603.42,1,256,603.42,0,Regular Shoppers
12708.0,2712.91,10,1307,271.291,0,Regular Shoppers
12709.0,9736.52,15,3936,649.1013333333334,3,High Value Frequent
12710.0,1149.02,3,851,383.00666666666666,0,Regular Shoppers
12712.0,4396.13,13,1062,338.1638461538462,3,High Value Frequent
12713.0,848.55,1,508,848.55,0,Regular Shoppers
12714.0,4708.86,5,3069,941.7719999999999,0,Regular Shoppers
12715.0,353.86,1,197,353.86,0,Regular Shoppers
12716.0,1053.49,2,708,526.745,0,Regular Shoppers
12717.0,1030.98,2,506,515.49,0,Regular Shoppers
12718.0,238.25,1,203,238.25,0,Regular Shoppers
12719.0,644.95,2,374,322.475,0,Regular Shoppers
12720.0,5781.73,25,4672,231.26919999999998,3,High Value Frequent
12721.0,2656.13,6,1959,442.68833333333333,0,Regular Shoppers
12722.0,997.63,4,566,249.4075,0,Regular Shoppers
12723.0,725.07,5,434,145.014,0,Regular Shoppers
12724.0,1031.41,4,445,257.8525,0,Regular Shoppers
12725.0,427.8,1,164,427.8,0,Regular Shoppers
12726.0,2609.1,7,3143,372.7285714285714,0,Regular Shoppers
12727.0,3980.7,7,2098,568.6714285714286,0,Regular Shoppers
12728.0,836.33,4,419,209.0825,0,Regular Shoppers
12729.0,453.01,1,233,453.01,0,Regular Shoppers
12731.0,18895.91,12,8437,1574.6591666666666,3,High Value Frequent
12732.0,236.26000000000002,1,111,236.26000000000002,0,Regular Shoppers
12733.0,383.95,1,137,383.95,0,Regular Shoppers
12734.0,110.39999999999999,1,88,110.39999999999999,0,Regular Shoppers
12735.0,779.5699999999999,2,368,389.78499999999997,0,Regular Shoppers
12736.0,234.0,1,173,234.0,0,Regular Shoppers
12738.0,155.35,1,148,155.35,0,Regular Shoppers
12739.0,1013.04,2,486,506.52,0,Regular Shoppers
12740.0,427.6,1,342,427.6,0,Regular Shoppers
12743.0,546.43,2,319,273.215,0,Regular Shoppers
12744.0,21279.29,7,5241,3039.8985714285714,3,High Value Frequent
12747.0,4196.01,11,1275,381.4554545454546,0,Regular Shoppers
12748.0,33719.73,209,25747,161.3384210526316,1,High Value Frequent
12749.0,4090.88,5,1471,818.176,0,Regular Shoppers
12750.0,275.88,1,137,275.88,0,Regular Shoppers
12752.0,4366.78,1,2262,4366.78,0,Regular Shoppers
12753.0,21429.39,6,11421,3571.565,3,High Value Frequent
12754.0,3010.74,3,6481,1003.5799999999999,0,Regular Shoppers
12755.0,3811.95,2,1491,1905.975,0,Regular Shoppers
12756.0,112.07999999999998,1,144,112.07999999999998,0,Regular Shoppers
12757.0,7857.1,13,2402,604.3923076923077,3,High Value Frequent
12758.0,2791.59,2,2135,1395.795,0,Regular Shoppers
12759.0,1531.44,3,902,510.48,0,Regular Shoppers
12762.0,1898.52,2,1227,949.26,0,Regular Shoppers
12763.0,494.08,2,316,247.04,0,Regular Shoppers
12764.0,1693.88,1,386,1693.88,0,Regular Shoppers
12766.0,6989.63,7,3646,998.5185714285715,0,Regular Shoppers
12769.0,1143.6,1,356,1143.6,0,Regular Shoppers
12770.0,1351.45,1,743,1351.45,0,Regular Shoppers
12772.0,892.47,1,556,892.47,0,Regular Shoppers
12775.0,1386.04,5,877,277.20799999999997,0,Regular Shoppers
12778.0,822.23,6,825,137.03833333333333,0,Regular Shoppers
12779.0,3981.36,8,2024,497.67,0,Regular Shoppers
12781.0,826.74,2,671,413.37,0,Regular Shoppers
12782.0,2330.92,5,1086,466.184,0,Regular Shoppers
12783.0,2225.91,6,624,370.98499999999996,0,Regular Shoppers
12784.0,574.42,2,300,287.21,0,Regular Shoppers
12785.0,311.95,1,131,311.95,0,Regular Shoppers
12787.0,463.66,3,261,154.55333333333334,0,Regular Shoppers
12789.0,91.85,1,4,91.85,0,Regular Shoppers
12790.0,324.92,1,166,324.92,0,Regular Shoppers
12791.0,192.60000000000002,1,97,192.60000000000002,0,Regular Shoppers
12792.0,400.53999999999996,1,217,400.53999999999996,0,Regular Shoppers
12793.0,545.48,2,295,272.74,0,Regular Shoppers
12794.0,860.41,2,592,430.205,0,Regular Shoppers
12795.0,430.48,1,68,430.48,0,Regular Shoppers
12797.0,254.03,1,118,254.03,0,Regular Shoppers
12798.0,6977.04,3,5256,2325.68,0,Regular Shoppers
12802.0,427.58,1,314,427.58,0,Regular Shoppers
12808.0,483.65000000000003,3,188,161.21666666666667,0,Regular Shoppers
12809.0,489.31,1,220,489.31,0,Regular Shoppers
12811.0,514.85,3,230,171.61666666666667,0,Regular Shoppers
12812.0,229.64000000000001,1,164,229.64000000000001,0,Regular Shoppers
12814.0,125.92,1,49,125.92,0,Regular Shoppers
12815.0,1063.46,2,379,531.73,0,Regular Shoppers
12816.0,572.2,2,128,286.1,0,Regular Shoppers
12817.0,166.04,1,53,166.04,0,Regular Shoppers
12818.0,1542.08,1,929,1542.08,0,Regular Shoppers
12820.0,942.34,4,722,235.585,0,Regular Shoppers
12821.0,92.72,1,70,92.72,0,Regular Shoppers
12822.0,948.88,2,550,474.44,0,Regular Shoppers
12823.0,1759.5,5,230,351.9,0,Regular Shoppers
12824.0,397.12,1,232,397.12,0,Regular Shoppers
12826.0,1474.72,7,1058,210.67428571428573,0,Regular Shoppers
12827.0,430.15000000000003,3,197,143.38333333333335,0,Regular Shoppers
12828.0,1018.71,6,494,169.785,0,Regular Shoppers
12829.0,293.0,2,376,146.5,0,Regular Shoppers
12830.0,6814.64,6,9848,1135.7733333333333,0,Regular Shoppers
12831.0,215.05,1,135,215.05,0,Regular Shoppers
12832.0,383.03,2,195,191.515,0,Regular Shoppers
12833.0,417.38,1,156,417.38,0,Regular Shoppers
12834.0,312.38,1,110,312.38,0,Regular Shoppers
12836.0,2612.86,4,1064,653.215,0,Regular Shoppers
12837.0,134.1,1,24,134.1,0,Regular Shoppers
12838.0,683.13,2,359,341.565,0,Regular Shoppers
12839.0,5591.42,14,3807,399.38714285714286,3,High Value Frequent
12840.0,2726.77,4,1511,681.6925,0,Regular Shoppers
12841.0,4022.35,25,2757,160.894,3,High Value Frequent
12842.0,1118.99,2,547,559.495,0,Regular Shoppers
12843.0,1702.26,8,781,212.7825,0,Regular Shoppers
12844.0,325.96000000000004,2,125,162.98000000000002,0,Regular Shoppers
12845.0,354.09,4,204,88.5225,0,Regular Shoppers
12847.0,871.54,1,909,871.54,0,Regular Shoppers
12849.0,1050.8899999999999,2,623,525.4449999999999,0,Regular Shoppers
12851.0,135.18,1,109,135.18,0,Regular Shoppers
12852.0,311.55,1,149,311.55,0,Regular Shoppers
12853.0,1957.1000000000001,6,800,326.18333333333334,0,Regular Shoppers
12854.0,1324.5,3,627,441.5,0,Regular Shoppers
12855.0,38.1,1,30,38.1,0,Regular Shoppers
12856.0,2179.93,6,1079,363.32166666666666,0,Regular Shoppers
12857.0,1106.4,2,343,553.2,0,Regular Shoppers
12863.0,521.2,1,188,521.2,0,Regular Shoppers
12864.0,147.12,1,216,147.12,0,Regular Shoppers
12865.0,1568.23,2,925,784.115,0,Regular Shoppers
12866.0,559.12,1,171,559.12,0,Regular Shoppers
12867.0,4036.82,7,4298,576.6885714285714,0,Regular Shoppers
12868.0,1607.0600000000002,6,928,267.84333333333336,0,Regular Shoppers
12871.0,380.64,2,200,190.32,0,Regular Shoppers
12872.0,599.97,2,319,299.985,0,Regular Shoppers
12873.0,374.0,1,128,374.0,0,Regular Shoppers
12875.0,343.2300000000001,2,2019,171.61500000000004,0,Regular Shoppers
12876.0,2218.02,2,1941,1109.01,0,Regular Shoppers
12877.0,1535.77,12,1178,127.98083333333334,0,Regular Shoppers
12878.0,854.99,2,547,427.495,0,Regular Shoppers
12879.0,573.22,3,370,191.07333333333335,0,Regular Shoppers
12881.0,298.0,1,21,298.0,0,Regular Shoppers
12882.0,1463.04,2,246,731.52,0,Regular Shoppers
12883.0,703.47,4,196,175.8675,0,Regular Shoppers
12884.0,309.05,1,43,309.05,0,Regular Shoppers
12885.0,1175.22,3,655,391.74,0,Regular Shoppers
12886.0,1378.4,2,770,689.2,0,Regular Shoppers
12888.0,354.12,2,76,177.06,0,Regular Shoppers
12890.0,380.46999999999997,1,259,380.46999999999997,0,Regular Shoppers
12891.0,331.0,3,950,110.33333333333333,0,Regular Shoppers
12893.0,188.14,1,96,188.14,0,Regular Shoppers
12895.0,372.8,2,210,186.4,0,Regular Shoppers
12897.0,216.5,2,110,108.25,0,Regular Shoppers
12901.0,17654.54,28,23075,630.5192857142857,3,High Value Frequent
12902.0,138.68,1,66,138.68,0,Regular Shoppers
12904.0,509.58,2,302,254.79,0,Regular Shoppers
12906.0,2919.81,5,1749,583.962,0,Regular Shoppers
12908.0,750.0,2,1200,375.0,0,Regular Shoppers
12909.0,2178.67,5,1280,435.73400000000004,0,Regular Shoppers
12910.0,3075.04,8,1692,384.38,0,Regular Shoppers
12912.0,1662.3,5,670,332.46,0,Regular Shoppers
12913.0,2483.63,5,1419,496.726,0,Regular Shoppers
12915.0,363.65,2,93,181.825,0,Regular Shoppers
12916.0,3006.15,4,1119,751.5375,0,Regular Shoppers
12917.0,594.0,1,120,594.0,0,Regular Shoppers
12919.0,1335.19,6,673,222.53166666666667,0,Regular Shoppers
12920.0,164.23,1,129,164.23,0,Regular Shoppers
12921.0,16587.09,37,9526,448.29972972972973,3,High Value Frequent
12922.0,405.38,1,370,405.38,0,Regular Shoppers
12923.0,176.97,1,69,176.97,0,Regular Shoppers
12924.0,933.7,4,481,233.425,0,Regular Shoppers
12925.0,694.05,2,541,347.025,0,Regular Shoppers
12928.0,2062.7000000000003,5,1472,412.5400000000001,0,Regular Shoppers
12929.0,117.85,1,37,117.85,0,Regular Shoppers
12930.0,415.8,2,252,207.9,0,Regular Shoppers
12931.0,42055.96,15,28004,2803.730666666667,3,High Value Frequent
